Unnamed: 0,Review,Liked,cleaned_review,predicted_sentiment,correct
688,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,1,steak amazing rge fillet relleno best seafood plate ever,1,True
689,"Good food , good service .",1,good food good service,1,True
690,It was absolutely amazing.,1,absolutely amazing,1,True
691,"I probably won't be back, to be honest.",0,probably back honest,0,True
692,will definitely be back!,1,definitely back,0,False
693,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,1,sergeant pepper beef sandwich auju sauce excellent sandwich well,1,True
694,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",1,hawaiian breeze mango magic pineapple delight smoothy tried far good,1,True
695,Went for lunch - service was slow.,0,went lunch service slow,0,True
696,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,much say place walked expected amazing quickly disappointed,0,True
697,I was mortified.,0,mortified,0,True
698,"Needless to say, we will never be back here again.",0,needless say never back,0,True
699,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,anyways food definitely filling price pay expect,0,True
700,"The chips that came out were dripping with grease, and mostly not edible.",0,chip came dripping grease mostly edible,0,True
701,I wasn't really impressed with Strip Steak.,0,really impressed strip steak,0,True
702,Have been going since 2007 and every meal has been awesome!!,1,going since every meal awesome,1,True
703,Our server was very nice and attentive as were the other serving staff.,1,server nice attentive serving staff,1,True
704,The cashier was friendly and even brought the food out to me.,1,cashier friendly even brought food,1,True
705,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,work hospitality industry paradise valley refrained recommending cibo longer,0,True
706,The atmosphere here is fun.,1,atmosphere fun,1,True
707,Would not recommend to others.,0,would recommend others,0,True
708,"Service is quick and even ""to go"" orders are just like we like it!",1,service quick even go order like like,1,True
709,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,mean really get famous fish chip terrible,0,True
710,"That said, our mouths and bellies were still quite pleased.",1,said mouth belly still quite pleased,1,True
711,Not my thing.,0,thing,0,True
712,2 Thumbs Up!!,1,thumb,1,True
713,If you are reading this please don't go there.,0,reading please go,0,True
714,"I loved the grilled pizza, reminded me of legit Italian pizza.",1,loved grilled pizza reminded legit italian pizza,1,True
715,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,1,pro large seating area nice bar area great simple drink menu best brick oven pizza homemade dough,1,True
716,They have a really nice atmosphere.,1,really nice atmosphere,1,True
717,Tonight I had the Elk Filet special...and it sucked.,0,tonight elk filet special sucked,0,True
718,"After one bite, I was hooked.",1,one bite hooked,1,True
719,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,ordered old classic new dish going time sorely disappointed everything,0,True
720,"Cute, quaint, simple, honest.",1,cute quaint simple honest,1,True
721,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,1,chicken deliciously seasoned perfect fry outside moist chicken inside,1,True
722,"The food was great as always, compliments to the chef.",1,food great always compliment chef,1,True
723,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,1,special thanks dylan recommendation order yummy tummy,1,True
724,Awesome selection of beer.,1,awesome selection beer,1,True
725,Great food and awesome service!,1,great food awesome service,1,True
726,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",1,one nice thing added gratuity bill since party larger expect tip,1,True
727,A FLY was in my apple juice.. A FLY!!!!!!!!,0,fly apple juice fly,0,True
728,The Han Nan Chicken was also very tasty.,1,han nan chicken also tasty,1,True
729,"As for the service, I thought it was good.",1,service thought good,1,True
730,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,food barely lukewarm must sitting waiting server bring u,0,True
731,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,ryan bar definitely one edinburgh establishment revisiting,0,True
732,Nicest Chinese restaurant I've been in a while.,1,nicest chinese restaurant,1,True
733,"Overall, I like there food and the service.",1,overall like food service,1,True
734,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1,also serve indian naan bread hummus spicy pine nut sauce world,1,True
735,"Probably never coming back, and wouldn't recommend it.",0,probably never coming back recommend,0,True
736,"Friend's pasta -- also bad, he barely touched it.",0,friend pasta also bad barely touched,0,True
737,"Try them in the airport to experience some tasty food and speedy, friendly service.",1,try airport experience tasty food speedy friendly service,1,True
738,I love the decor with the Chinese calligraphy wall paper.,1,love decor chinese calligraphy wall paper,1,True
739,Never had anything to complain about here.,1,never anything complain,1,True
740,The restaurant is very clean and has a family restaurant feel to it.,1,restaurant clean family restaurant feel,1,True
741,It was way over fried.,0,way fried,0,True
742,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,sure long stood long enough begin feel awkwardly place,0,True
743,"When I opened the sandwich, I was impressed, but not in a good way.",0,opened sandwich impressed good way,0,True
744,Will not be back!,0,back,0,True
745,There was a warm feeling with the service and I felt like their guest for a special treat.,1,warm feeling service felt like guest special treat,1,True
746,An extensive menu provides lots of options for breakfast.,1,extensive menu provides lot option breakfast,1,True
747,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1,always order vegetarian menu dinner wide array option choose,1,True
748,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,watched price inflate portion get smaller management attitude grow rapidly,0,True
749,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1,wonderful lil tapa ambience made feel warm fuzzy inside,1,True
750,"I got to enjoy the seafood salad, with a fabulous vinegrette.",1,got enjoy seafood salad fabulous vinegrette,1,True
751,"The wontons were thin, not thick and chewy, almost melt in your mouth.",1,wonton thin thick chewy almost melt mouth,1,True
752,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1,level spicy perfect spice whelm soup,1,True
753,We were sat right on time and our server from the get go was FANTASTIC!,1,sat right time server get go fantastic,1,True
754,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,main thing enjoy crowd older crowd around mid,0,True
755,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1,side town definitely spot hit,1,True
756,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,wait minute get drink longer get arepas,0,True
757,This is a GREAT place to eat!,1,great place eat,1,True
758,The jalapeno bacon is soooo good.,1,jalapeno bacon soooo good,1,True
759,The service was poor and thats being nice.,0,service poor thats nice,0,True
760,"Food was good, service was good, Prices were good.",1,food good service good price good,1,True
761,The place was not clean and the food oh so stale!,0,place clean food oh stale,0,True
762,"The chicken dishes are OK, the beef is like shoe leather.",0,chicken dish ok beef like shoe leather,0,True
763,But the service was beyond bad.,0,service beyond bad,0,True
764,"I'm so happy to be here!!!""",1,happy,1,True
765,Tasted like dirt.,0,tasted like dirt,0,True
766,One of the few places in Phoenix that I would definately go back to again .,1,one place phoenix would definately go back,1,True
767,The block was amazing.,1,block amazing,1,True
768,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1,close house low key non fancy affordable price good food,1,True
769,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1,hot sour egg flower soup absolutely star,1,True
770,My sashimi was poor quality being soggy and tasteless.,0,sashimi poor quality soggy tasteless,0,True
771,Great time - family dinner on a Sunday night.,1,great time family dinner sunday night,1,True
772,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,food tasty say real traditional hunan style,0,True
773,"What did bother me, was the slow service.",0,bother slow service,0,True
774,The flair bartenders are absolutely amazing!,1,flair bartender absolutely amazing,1,True
775,Their frozen margaritas are WAY too sugary for my taste.,0,frozen margarita way sugary taste,0,True
776,These were so good we ordered them twice.,1,good ordered twice,1,True
777,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,nutshell restaraunt smell like combination dirty fish market sewer,0,True
778,My girlfriend's veal was very bad.,0,girlfriend veal bad,0,True
779,"Unfortunately, it was not good.",0,unfortunately good,0,True
780,I had a pretty satifying experience.,1,pretty satifying experience,1,True
781,Join the club and get awesome offers via email.,1,join club get awesome offer via email,1,True
782,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1,perfect someone like beer ice cold case even colder,1,True
783,Bland and flavorless is a good way of describing the barely tepid meat.,0,bland flavorless good way describing barely tepid meat,0,True
784,"The chains, which I'm no fan of, beat this place easily.",0,chain fan beat place easily,0,True
785,The nachos are a MUST HAVE!,1,nacho must,1,True
786,We will not be coming back.,0,coming back,0,True
787,"I don't have very many words to say about this place, but it does everything pretty well.",1,many word say place everything pretty well,1,True
788,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1,staff super nice quick even crazy crowd downtown jury lawyer court staff,1,True
789,"Great atmosphere, friendly and fast service.",1,great atmosphere friendly fast service,1,True
790,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1,received pita huge lot meat thumb,1,True
791,Once your food arrives it's meh.,0,food arrives meh,0,True
792,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,paying hot dog fry look like came kid meal wienerschnitzel idea good meal,0,True
793,The classic Maine Lobster Roll was fantastic.,1,classic maine lobster roll fantastic,1,True
794,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,brother law work mall ate day guess sick night,0,True
795,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1,good going review place twice hereas tribute place tribute event held last night,1,True
796,"The chips and salsa were really good, the salsa was very fresh.",1,chip salsa really good salsa fresh,1,True
797,This place is great!!!!!!!!!!!!!!,1,place great,1,True
798,Mediocre food.,0,mediocre food,0,True
799,Once you get inside you'll be impressed with the place.,1,get inside impressed place,1,True
800,I'm super pissd.,0,super pissd,1,False
801,And service was super friendly.,1,service super friendly,1,True
802,Why are these sad little vegetables so overcooked?,0,sad little vegetable overcooked,0,True
803,This place was such a nice surprise!,1,place nice surprise,1,True
804,They were golden-crispy and delicious.,1,golden crispy delicious,1,True
805,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,high hope place since burger cooked charcoal grill unfortunately taste fell flat way flat,0,True
806,I could eat their bruschetta all day it is devine.,1,could eat bruschetta day devine,1,True
807,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,single employee came see ok even needed water refill finally served u food,0,True
808,"Lastly, the mozzarella sticks, they were the best thing we ordered.",1,lastly mozzarella stick best thing ordered,1,True
809,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1,first time ever came amazing experience still tell people awesome duck,1,True
810,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,server negligent need made u feel unwelcome would suggest place,0,True
811,The service was terrible though.,0,service terrible though,0,True
812,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,place overpriced consistent boba really overpriced,0,True
813,It was packed!!,0,packed,0,True
814,I love this place.,1,love place,1,True
815,I can say that the desserts were yummy.,1,say dessert yummy,1,True
816,The food was terrible.,0,food terrible,0,True
817,The seasonal fruit was fresh white peach puree.,1,seasonal fruit fresh white peach puree,1,True
818,It kept getting worse and worse so now I'm officially done.,0,kept getting worse worse officially done,0,True
819,This place should honestly be blown up.,0,place honestly blown,0,True
820,But I definitely would not eat here again.,0,definitely would eat,0,True
821,Do not waste your money here!,0,waste money,0,True
822,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,love put food nice plastic container opposed cramming little paper takeout box,1,True
823,The crêpe was delicate and thin and moist.,1,cr pe delicate thin moist,1,True
824,Awful service.,0,awful service,0,True
825,Won't ever go here again.,0,ever go,0,True
826,Food quality has been horrible.,0,food quality horrible,0,True
827,For that price I can think of a few place I would have much rather gone.,0,price think place would much rather gone,0,True
828,The service here is fair at best.,0,service fair best,0,True
829,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,love sushi found kabuki priced hip service,1,False
830,Do yourself a favor and stay away from this dish.,0,favor stay away dish,0,True
831,Very poor service.,0,poor service,0,True
832,No one at the table thought the food was above average or worth the wait that we had for it.,0,one table thought food average worth wait,0,True
833,"Best service and food ever, Maria our server was so good and friendly she made our day.",1,best service food ever maria server good friendly made day,1,True
834,They were excellent.,1,excellent,1,True
835,I paid the bill but did not tip because I felt the server did a terrible job.,0,paid bill tip felt server terrible job,0,True
836,Just had lunch here and had a great experience.,1,lunch great experience,1,True
837,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,never bland food surprised considering article read focused much spice flavor,0,True
838,Food is way overpriced and portions are fucking small.,0,food way overpriced portion fucking small,0,True
839,I recently tried Caballero's and I have been back every week since!,1,recently tried caballero back every week since,1,True
840,"for 40 bucks a head, i really expect better food.",0,buck head really expect better food,0,True
841,The food came out at a good pace.,1,food came good pace,1,True
842,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,ate twice last visit especially enjoyed salmon salad,1,True
843,I won't be back.,0,back,0,True
844,We could not believe how dirty the oysters were!,0,could believe dirty oyster,0,True
845,This place deserves no stars.,0,place deserves star,1,False
846,I would not recommend this place.,0,would recommend place,0,True
847,"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,fact going round star awesome,1,True
848,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,disbelief dish qualified worst version food ever tasted,0,True
849,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,bad day low tolerance rude customer service people job nice polite wash dish otherwise,0,True
850,the potatoes were great and so was the biscuit.,1,potato great biscuit,1,True
851,I probably would not go here again.,0,probably would go,0,True
852,So flavorful and has just the perfect amount of heat.,1,flavorful perfect amount heat,1,True
853,The price is reasonable and the service is great.,1,price reasonable service great,1,True
854,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,wife hated meal coconut shrimp friend really enjoy meal either,0,True
855,My fella got the huevos rancheros and they didn't look too appealing.,0,fella got huevos rancheros look appealing,0,True
856,"Went in for happy hour, great list of wines.",1,went happy hour great list wine,1,True
857,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,may say buffet pricey think get pay place getting quite lot,1,True
858,I probably won't be coming back here.,0,probably coming back,0,True
859,Worst food/service I've had in a while.,0,worst food service,0,True
860,"This place is pretty good, nice little vibe in the restaurant.",1,place pretty good nice little vibe restaurant,1,True
861,Talk about great customer service of course we will be back.,1,talk great customer service course back,1,True
862,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,hot dish hot cold dish close room temp watched staff prepare food bare hand glove everything deep fried oil,0,True
863,I love their fries and their beans.,1,love fry bean,1,True
864,Always a pleasure dealing with him.,1,always pleasure dealing,1,True
865,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,plethora salad sandwich everything tried get seal approval,1,True
866,This place is awesome if you want something light and healthy during the summer.,1,place awesome want something light healthy summer,1,True
867,"For sushi on the Strip, this is the place to go.",1,sushi strip place go,0,False
868,"The service was great, even the manager came and helped with our table.",1,service great even manager came helped table,1,True
869,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,feel dining room college cooking course high class dining service slow best,0,True
870,"I started this review with two stars, but I'm editing it to give it only one.",0,started review two star editing give one,0,True
871,this is the worst sushi i have ever eat besides Costco's.,0,worst sushi ever eat besides costco,0,True
872,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,excellent restaurant highlighted great service unique menu beautiful setting,1,True
873,My boyfriend and i sat at the bar and had a completely delightful experience.,1,boyfriend sat bar completely delightful experience,1,True
874,Weird vibe from owners.,0,weird vibe owner,0,True
875,There was hardly any meat.,0,hardly meat,0,True
876,I've had better bagels from the grocery store.,0,better bagel grocery store,0,True
877,Go To Place for Gyros.,1,go place gyro,1,True
878,"I love the owner/chef, his one authentic Japanese cool dude!",1,love owner chef one authentic japanese cool dude,1,True
879,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,burger good pizza used amazing doughy flavorless,1,False
880,I found a six inch long piece of wire in my salsa.,0,found six inch long piece wire salsa,0,True
881,"The service was terrible, food was mediocre.",0,service terrible food mediocre,0,True
882,We definately enjoyed ourselves.,1,definately enjoyed,1,True
883,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,ordered albondigas soup warm tasted like tomato soup frozen meatball,0,True
884,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,three different occasion asked well done medium well three time got bloodiest piece meat plate,0,True
885,I had about two bites and refused to eat anymore.,0,two bite refused eat anymore,0,True
886,The service was extremely slow.,0,service extremely slow,0,True
887,"After 20 minutes wait, I got a table.",0,minute wait got table,0,True
888,Seriously killer hot chai latte.,1,seriously killer hot chai latte,1,True
889,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,allergy warning menu waitress absolutely clue meal contain peanut,0,True
890,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,boyfriend tried mediterranean chicken salad fell love,1,True
891,Their rotating beers on tap is also a highlight of this place.,1,rotating beer tap also highlight place,1,True
892,Pricing is a bit of a concern at Mellow Mushroom.,0,pricing bit concern mellow mushroom,1,False
893,Worst Thai ever.,0,worst thai ever,0,True
894,If you stay in Vegas you must get breakfast here at least once.,1,stay vega must get breakfast least,1,True
895,I want to first say our server was great and we had perfect service.,1,want first say server great perfect service,1,True
896,The pizza selections are good.,1,pizza selection good,1,True
897,"I had strawberry tea, which was good.",1,strawberry tea good,1,True
898,Highly unprofessional and rude to a loyal patron!,0,highly unprofessional rude loyal patron,0,True
899,"Overall, a great experience.",1,overall great experience,1,True
900,Spend your money elsewhere.,0,spend money elsewhere,0,True
901,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,regular toasted bread equally satisfying occasional pat butter mmmm,1,True
902,The Buffet at Bellagio was far from what I anticipated.,0,buffet bellagio far anticipated,1,False
903,"And the drinks are WEAK, people!",0,drink weak people,0,True
904,-My order was not correct.,0,order correct,0,True
905,"Also, I feel like the chips are bought, not made in house.",0,also feel like chip bought made house,0,True
906,After the disappointing dinner we went elsewhere for dessert.,0,disappointing dinner went elsewhere dessert,0,True
907,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,chip sals amazing,1,True
908,We won't be returning.,0,returning,0,True
909,This is my new fav Vegas buffet spot.,1,new fav vega buffet spot,1,True
910,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,seriously cannot believe owner many unexperienced employee running around like chicken head cut,0,True
911,"Very, very sad.",0,sad,0,True
912,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,felt insulted disrespected could talk judge another human like,0,True
913,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,call steakhouse properly cook steak understand,0,True
914,I'm not impressed with the concept or the food.,0,impressed concept food,0,True
915,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,thing crazy guacamole like pur ed,0,True
916,"There is really nothing for me at postinos, hope your experience is better",0,really nothing postinos hope experience better,0,True
917,I got food poisoning here at the buffet.,0,got food poisoning buffet,1,False
918,They brought a fresh batch of fries and I was thinking yay something warm but no!,0,brought fresh batch fry thinking yay something warm,0,True
919,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,hilarious yummy christmas eve dinner remember biggest fail entire trip u,0,True
920,"Needless to say, I won't be going back anytime soon.",0,needless say going back anytime soon,0,True
921,This place is disgusting!,0,place disgusting,0,True
922,"Every time I eat here, I see caring teamwork to a professional degree.",1,every time eat see caring teamwork professional degree,1,True
923,The RI style calamari was a joke.,0,ri style calamari joke,0,True
924,"However, there was so much garlic in the fondue, it was barely edible.",0,however much garlic fondue barely edible,0,True
925,"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,could barely stomach meal complain business lunch,0,True
926,"It was so bad, I had lost the heart to finish it.",0,bad lost heart finish,0,True
927,It also took her forever to bring us the check when we asked for it.,0,also took forever bring u check asked,0,True
928,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,one make scene restaurant get definitely lost love one,0,True
929,Disappointing experience.,0,disappointing experience,0,True
930,"The food is about on par with Denny's, which is to say, not good at all.",0,food par denny say good,0,True
931,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,want wait mediocre food downright terrible service place,0,True
932,WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,waaaaaayyyyyyyyyy rated saying,0,True
933,We won't be going back.,0,going back,0,True
934,The place was fairly clean but the food simply wasn't worth it.,0,place fairly clean food simply worth,0,True
935,This place lacked style!!,0,place lacked style,0,True
936,"The sangria was about half of a glass wine full and was $12, ridiculous.",0,sangria half glass wine full ridiculous,1,False
937,Don't bother coming here.,0,bother coming,0,True
938,"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,meat pretty dry sliced brisket pulled pork,0,True
939,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0,building seems pretty neat bathroom pretty trippy eat,0,True
940,It was equally awful.,0,equally awful,0,True
941,Probably not in a hurry to go back.,0,probably hurry go back,0,True
942,very slow at seating even with reservation.,0,slow seating even reservation,0,True
943,Not good by any stretch of the imagination.,0,good stretch imagination,0,True
944,The cashew cream sauce was bland and the vegetables were undercooked.,0,cashew cream sauce bland vegetable undercooked,0,True
945,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,chipolte ranch dipping sause tasteless seemed thin watered heat,0,True
946,"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,bit sweet really spicy enough lacked flavor,0,True
947,I was VERY disappointed!!,0,disappointed,0,True
948,This place is horrible and way overpriced.,0,place horrible way overpriced,0,True
949,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,maybe vegetarian fare twice thought average best,0,True
950,It wasn't busy at all and now we know why.,0,busy know,0,True
951,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,table outside also dirty lot time worker always friendly helpful menu,0,True
952,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,ambiance feel like buffet setting douchey indoor garden tea biscuit,0,True
953,Con: spotty service.,0,con spotty service,0,True
954,"The fries were not hot, and neither was my burger.",0,fry hot neither burger,0,True
955,But then they came back cold.,0,came back cold,0,True
956,"Then our food came out, disappointment ensued.",0,food came disappointment ensued,0,True
957,The real disappointment was our waiter.,0,real disappointment waiter,0,True
958,My husband said she was very rude... did not even apologize for the bad food or anything.,0,husband said rude even apologize bad food anything,0,True
959,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,reason eat would fill night binge drinking get carbs stomach,0,True
960,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,insult profound deuchebaggery go outside smoke break serving solidify,0,True
961,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,someone order two taco think may part customer service ask combo ala cart,0,True
962,She was quite disappointed although some blame needs to be placed at her door.,0,quite disappointed although blame need placed door,0,True
963,After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,rave review wait eat disappointment,0,True
964,Del Taco is pretty nasty and should be avoided if possible.,0,del taco pretty nasty avoided possible,0,True
965,It's NOT hard to make a decent hamburger.,0,hard make decent hamburger,0,True
966,But I don't like it.,0,like,0,True
967,Hell no will I go back,0,hell go back,0,True
968,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,gotten much better service pizza place next door service received restaurant,0,True
969,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,know big deal place back ya,0,True
970,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0,immediately said wanted talk manager want talk guy shot fireball behind bar,0,True
971,The ambiance isn't much better.,0,ambiance much better,0,True
972,"Unfortunately, it only set us up for disapppointment with our entrees.",0,unfortunately set u disapppointment entree,0,True
973,The food wasn't good.,0,food good,1,False
974,"Your servers suck, wait, correction, our server Heimer sucked.",0,server suck wait correction server heimer sucked,0,True
975,What happened next was pretty....off putting.,0,happened next pretty putting,0,True
976,"too bad cause I know it's family owned, I really wanted to like this place.",0,bad cause know family owned really wanted like place,0,True
977,Overpriced for what you are getting.,0,overpriced getting,0,True
978,I vomited in the bathroom mid lunch.,0,vomited bathroom mid lunch,0,True
979,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0,kept looking time soon become minute yet still food,0,True
980,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0,place eat circumstance would ever return top list,0,True
981,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,started tuna sashimi brownish color obviously fresh,0,True
982,Food was below average.,0,food average,0,True
983,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,sure beat nacho movie would expect little bit coming restaurant,0,True
984,"All in all, Ha Long Bay was a bit of a flop.",0,ha long bay bit flop,0,True
985,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,problem charge sandwich bigger subway sub offer better amount vegetable,1,False
986,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0,shrimp unwrapped live mile brushfire literally ice cold,0,True
987,"It lacked flavor, seemed undercooked, and dry.",0,lacked flavor seemed undercooked dry,0,True
988,It really is impressive that the place hasn't closed down.,0,really impressive place closed,0,True
989,I would avoid this place if you are staying in the Mirage.,0,would avoid place staying mirage,0,True
990,The refried beans that came with my meal were dried out and crusty and the food was bland.,0,refried bean came meal dried crusty food bland,0,True
991,Spend your money and time some place else.,0,spend money time place else,0,True
992,A lady at the table next to us found a live green caterpillar In her salad.,0,lady table next u found live green caterpillar salad,0,True
993,the presentation of the food was awful.,0,presentation food awful,0,True
994,I can't tell you how disappointed I was.,0,tell disappointed,0,True
995,I think food should have flavor and texture and both were lacking.,0,think food flavor texture lacking,0,True
996,Appetite instantly gone.,0,appetite instantly gone,0,True
997,Overall I was not impressed and would not go back.,0,overall impressed would go back,0,True
998,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0,whole experience underwhelming think go ninja sushi next time,0,True
999,"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0,wasted enough life poured salt wound drawing time took bring check,0,True
